filename,predicted_is_illegal,illegal_probability,is_illegal
session_6638271928,1.0,0.8536488095238094,1
session_5037856261,1.0,0.6232916666666667,1
session_6013544622,0.0,0.10098809523809522,0
session_2318637737,0.0,0.021083333333333332,0
session_6471969473,0.0,0.14075,0
session_9877506321,1.0,0.9347597402597403,1
session_6129550717,1.0,0.9063055555555556,1
session_5884843843,1.0,0.9134642857142857,1
session_2773924704,0.0,0.03745833333333333,0
session_8883281313,1.0,0.943654761904762,1
session_3582091129,0.0,0.12345238095238097,0
session_7358104277,1.0,0.927452380952381,1
session_5497122814,1.0,0.9207023809523808,1
session_9880892041,0.0,0.06791666666666667,0
session_2590894741,1.0,0.660577380952381,1
session_1244242475,0.0,0.03826190476190476,0
session_5483480261,1.0,0.5002857142857144,1
session_3319050185,0.0,0.4897795815295814,1
session_2211907871,0.0,0.03366666666666667,0
session_1806185715,0.0,0.04996428571428571,0
session_6556036411,1.0,0.914047619047619,1
session_8140667141,0.0,0.09765873015873018,0
session_8810377918,1.0,0.7067359307359306,1
session_9362179236,0.0,0.08167261904761905,0
session_4423579184,0.0,0.11225,0
session_2691409086,0.0,0.1505357142857143,0
session_7157064073,1.0,0.8668749999999998,1
session_3376026513,0.0,0.059500000000000004,0
session_9278196183,0.0,0.03911904761904762,0
session_6738388054,1.0,0.7120833333333336,1
session_1708671050,1.0,0.9097341269841269,1
session_7370840078,1.0,0.8161726190476188,1
session_9689083079,0.0,0.03895833333333334,0
session_1503605581,1.0,0.9467916666666666,1
session_7780444958,0.0,0.052785714285714276,0
session_9100599511,0.0,0.060500000000000005,0
session_0984393142,1.0,0.5887261904761905,1
session_8999428064,1.0,0.7824781746031744,1
session_3973707215,0.0,0.06952380952380952,0
session_9495997885,0.0,0.020428571428571428,0
session_1063325046,1.0,0.8932500000000002,1
session_0966487358,0.0,0.030166666666666665,0
session_4163238472,1.0,0.726815476190476,1
session_5026661112,0.0,0.031880952380952385,0
session_5289449664,0.0,0.09612301587301587,0
session_1081274523,1.0,0.5319047619047619,1
session_4037858026,0.0,0.013500000000000002,0
session_4339907415,1.0,0.9399404761904762,1
session_0590731055,1.0,0.7908690476190476,1
session_3436410606,1.0,0.9199583333333333,1
session_9038755287,0.0,0.17753571428571427,0
session_9307936288,1.0,0.9456249999999998,1
session_9787004965,1.0,0.6930833333333333,1
session_5536570637,1.0,0.9113749999999999,1
session_2887480941,0.0,0.20636904761904762,0
session_0697506648,0.0,0.09110763888888888,0
session_4736309542,0.0,0.09746874999999999,0
session_4199921692,0.0,0.17095238095238094,0
session_5652085012,1.0,0.9143333333333333,1
session_4354218638,0.0,0.11359374999999998,0
session_7398972341,1.0,0.9476666666666667,1
session_3922157039,1.0,0.898125,1
session_8831138885,1.0,0.8809107142857141,1
session_6200753435,1.0,0.9248333333333334,1
session_5138848212,1.0,0.8808095238095238,1
session_9127984644,1.0,0.7151904761904762,1
session_6529033101,0.0,0.0658095238095238,0
session_4484768740,0.0,0.14805357142857142,0
session_5796305508,0.0,0.16697023809523806,0
session_0071280153,0.0,0.033373511904761906,0
session_8301590977,0.0,0.21726636904761906,0
session_3777853846,0.0,0.16683333333333333,0
session_9956793065,0.0,0.4117446236559139,0
session_5967488943,1.0,0.8942857142857145,1
session_4185228735,1.0,0.9581071428571427,1
session_7756346661,0.0,0.32730357142857147,0
session_5130764696,0.0,0.09182142857142857,0
session_7778589669,0.0,0.08587499999999998,0
session_2020107805,1.0,0.682375,1
session_8427974282,1.0,0.9312976190476191,1
session_1581692104,1.0,0.7997187500000001,1
session_7144916399,1.0,0.9496130952380953,1
session_4998803513,0.0,0.10690476190476193,0
session_3193098342,0.0,0.27932016594516595,0
session_1414301302,1.0,0.8960000000000002,1
session_5653345386,1.0,0.5301349206349206,1
session_6575637744,1.0,0.5092361111111112,0
session_2222178768,0.0,0.20026190476190475,1
session_2806235778,0.0,0.08140476190476191,0
session_2676613576,0.0,0.4436904761904762,0
session_7760528986,0.0,0.15725,0
session_0542118784,1.0,0.7966964285714284,1
session_0139259699,0.0,0.07036904761904761,0
session_6479783256,0.0,0.341079365079365,0
session_4088744338,0.0,0.30967460317460316,0
session_5567012419,0.0,0.17069700460829487,0
session_5760480696,0.0,0.20911904761904765,0
session_4144841412,1.0,0.9124621212121211,1
session_3173348385,0.0,0.17368055555555556,0
session_7434938340,1.0,0.6134312770562772,1
session_7131856482,0.0,0.27016495332624363,0
session_8297767726,0.0,0.17483333333333334,0
session_9759261305,1.0,0.9441666666666667,1
session_3496233301,1.0,0.9564880952380952,1
session_0750796173,1.0,0.7966369047619046,1
session_9034407980,1.0,0.9584166666666667,1
session_5090921415,0.0,0.22113690476190478,0
session_8055688583,0.0,0.4325873015873015,0
session_5222969532,0.0,0.34258333333333335,0
session_8431086878,1.0,0.650765873015873,1
session_1799284692,1.0,0.770309523809524,1
session_9896236015,0.0,0.1025357142857143,0
session_9579651012,1.0,0.8297261904761908,1
session_1783392506,0.0,0.4601428571428571,0
session_6120487222,0.0,0.19940476190476195,0
session_3760606976,0.0,0.21578877048131084,1
session_8916797638,1.0,0.8384464285714287,1
session_9648839315,0.0,0.08085336538461536,0
session_5938044199,0.0,0.13859523809523808,0
session_6747468371,0.0,0.1986465201465202,0
session_2547686354,1.0,0.5120416666666668,1
session_2472958094,0.0,0.3176746031746031,0
session_4803913319,0.0,0.11372619047619047,0
session_6350129821,0.0,0.16632795698924732,0
session_7756203951,1.0,0.53175,1
session_2476629136,0.0,0.4326904761904762,0
session_3318991223,0.0,0.28911706349206345,0
session_0477165267,0.0,0.3921374807987711,0
session_2383353199,1.0,0.831154761904762,1
session_1193964670,0.0,0.2801587301587302,0
session_8534613968,0.0,0.38683928571428566,0
session_9938110038,0.0,0.29949206349206353,0
session_6803917267,1.0,0.918142857142857,1
session_6891188294,1.0,0.9287500000000002,1
session_3382231612,0.0,0.39571428571428574,0
session_9814859818,0.0,0.43705952380952373,0
session_7288721890,0.0,0.2314047619047619,0
session_0900979755,0.0,0.08841129032258063,0
session_5226344095,1.0,0.7710833333333332,1
session_1376706431,1.0,0.9635833333333333,1
session_2681498481,0.0,0.15241129032258066,0
session_6905592155,0.0,0.3767440476190476,0
session_5764163634,0.0,0.16445238095238093,0
session_4282931799,0.0,0.25344246031746026,0
session_0489826159,1.0,0.5113452380952381,0
session_0486100880,1.0,0.7197003968253968,1
session_3735387695,1.0,0.5516353162966066,1
session_5035531254,1.0,0.7291413690476191,1
session_4741380705,0.0,0.33472619047619045,0
session_0200062241,1.0,0.5359404761904762,0
session_2776997709,0.0,0.08410714285714285,0
session_0334337435,0.0,0.43207539682539675,0
session_7208965815,0.0,0.17486904761904762,0
session_3567705649,1.0,0.749892857142857,1
session_6410652005,1.0,0.826625,1
session_2305469177,1.0,0.9405178571428572,1
session_3473124800,0.0,0.13717857142857143,0
session_8675020847,1.0,0.8959880952380951,1
session_1065465945,0.0,0.2675797607410511,0
session_8452199606,0.0,0.3917922427035332,0
session_7800887945,0.0,0.20249462365591397,1
session_2037079652,1.0,0.7773650793650795,1
session_8456906043,1.0,0.794513888888889,1
session_5158497089,0.0,0.058577956989247316,0
session_8067504883,0.0,0.29734920634920636,0
session_4873496968,1.0,0.5509523809523809,0
session_7953065762,0.0,0.26605017921146945,0
session_2778964895,0.0,0.18280952380952387,0
session_6723163956,1.0,0.7981468253968257,1
session_0733542929,1.0,0.9464583333333334,1
session_3985625607,0.0,0.2008214285714286,0
session_1809941518,0.0,0.3800416666666667,0
session_0080153528,1.0,0.9205357142857143,1
session_3290502212,0.0,0.1528452380952381,0
session_7053852427,1.0,0.8514166666666668,1
session_5896454946,1.0,0.5482519841269843,0
session_8957360206,1.0,0.510095238095238,1
session_9913386649,1.0,0.5502467532467533,0
